participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
P14,86,62,62,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?",How can covariates be incorporated into comparative judgement models?
P14,77,111,111,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?","How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P14,86,69,69,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?","Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?"
P14,94,104,94,"How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?","Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
P14,103,101,101,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
P14,61,7,61,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?,Should there be agreed standards about what is reported when a study has used a comparative judgement method?
P14,99,17,99,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?,Should judge diversity be accounted for when designing CJ studies?
P14,56,13,13,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?","Does judge expertise significantly affect consistency, scale location, and feature sensitivity?"
P14,46,62,62,How do we get comparative judgement to be more accepted in a variety of disciplines?,How can covariates be incorporated into comparative judgement models?
P14,44,40,44,How can we model changes in CJ scores over time?,What makes a 'good' prompt for CJ sessions?
P14,73,16,73,"Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?","When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?"
P14,87,42,42,What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?,What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
P14,103,14,14,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?,Can we identify clusters of judges who appear to agree with each other more so than other judges?
P14,11,111,11,What is the most principled way to link or equate scales across separate comparative judgement exercises?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P14,51,4,51,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?",For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?
P14,44,73,73,How can we model changes in CJ scores over time?,"Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?"
P14,27,30,30,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?","Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
P14,60,50,60,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?",How to model socially desirable responding and faking in CJs statistically?
P14,84,93,93,How can CJ generate meaningful actionable individual feedback for students?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
P14,111,64,64,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models.",How do comparative judgement methods scale to large numbers of items or sparse comparison designs?
P14,67,8,67,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?",How can two objects be determined to have significantly different parameter estimates?
P14,20,69,69,How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?,"Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?"
P14,100,53,53,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?","Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P14,79,102,102,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
P14,29,30,30,What systematic biases related to cultural norms can be detected CJ outcomes?,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
P14,14,1,1,Can we identify clusters of judges who appear to agree with each other more so than other judges?,How can we identify and distinguish between reliable and unreliable judges?
P14,97,53,53,What role should cognitive models play in the analysis of comparative judgment data?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P14,63,93,63,How can we identify latent groups or clusters of items through comparative judgement data?,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
P14,67,24,24,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?",How can the near-unlimited capacity/throughput of AI be harnessed? What might LLM training/fine-tuning be able to offer? Will results be well-adapted to CJ or to specific subject material? How can this be done in a framework which allows understanding of how various flavours of AI compare to each other and to human/expert judgement?
P14,61,86,61,How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?,"Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P14,80,43,43,What are the most effective ways to maximise the educational value of the judging process within CJ?,"To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
P14,11,80,80,What is the most principled way to link or equate scales across separate comparative judgement exercises?,What are the most effective ways to maximise the educational value of the judging process within CJ?
P14,21,11,11,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?",What is the most principled way to link or equate scales across separate comparative judgement exercises?
P14,60,114,114,"Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?",How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
P14,30,110,30,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?",To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
P14,77,110,77,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?",To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
P14,72,66,66,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
P14,6,36,6,"How should we evaluate goodness-of-fit for comparative judgement models, and what diagnostics are most informative for people using them?",Is the first half of a judge's comparisons similar to their second half?
P15,32,65,32,Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
P15,70,80,80,How can we relate Bradley-Terry scores to external data using a joint modelling approach?,What are the most effective ways to maximise the educational value of the judging process within CJ?
P15,114,23,23,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?,What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?
P15,16,44,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we model changes in CJ scores over time?
P15,21,112,21,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?","How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
P15,96,58,58,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?",What cognitive strategies do judges use when making pairwise comparisons?
P15,75,98,98,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?","What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
P15,19,2,19,What is the best way to allocate comparison pairs based on prior knowledge?,What specifically does it mean to be a bad judge and how should this be managed?
P15,93,40,40,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?",What makes a 'good' prompt for CJ sessions?
P15,45,93,45,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?","Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
P15,99,31,99,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
P15,75,20,75,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?",How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?
P15,14,1,14,Can we identify clusters of judges who appear to agree with each other more so than other judges?,How can we identify and distinguish between reliable and unreliable judges?
P15,101,31,31,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?",Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
P15,22,26,22,"Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?","Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
P15,82,62,82,What is the optimal way to do pair selection for CJ?,How can covariates be incorporated into comparative judgement models?
P15,40,38,40,What makes a 'good' prompt for CJ sessions?,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
P15,98,74,98,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?","When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
P15,5,79,79,What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
P15,14,45,45,Can we identify clusters of judges who appear to agree with each other more so than other judges?,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?"
P15,72,110,110,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
P15,82,107,82,What is the optimal way to do pair selection for CJ?,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
P15,29,37,29,What systematic biases related to cultural norms can be detected CJ outcomes?,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?"
P15,50,3,50,How to model socially desirable responding and faking in CJs statistically?,How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?
P15,76,87,76,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?",What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?
P15,98,99,99,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?",What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
P15,57,3,57,Could CJ be used as a professional development tool?,How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?
P15,64,21,64,How do comparative judgement methods scale to large numbers of items or sparse comparison designs?,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
P15,21,97,97,"How does the mathematics change if we allow ties, and what are the choices around how we handle that?",What role should cognitive models play in the analysis of comparative judgment data?
P15,77,26,77,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?","Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
P15,67,28,28,"What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?",How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?
P15,53,52,52,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?",What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
P15,77,111,77,"If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?","How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
P15,37,28,28,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?",How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?
P15,66,86,86,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P15,7,5,5,Should there be agreed standards about what is reported when a study has used a comparative judgement method?,What routine diagnostic workflow should accompany comparative judgement analyses to detect model misspecification? What evidence threshold should trigger a move from a one-dimensional BradleyTerry-type scale to a richer alternative?
P15,27,105,27,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?",What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
P15,51,7,51,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?",Should there be agreed standards about what is reported when a study has used a comparative judgement method?
P15,38,58,58,"How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?",What cognitive strategies do judges use when making pairwise comparisons?
P15,107,30,30,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?,"Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
P15,97,53,97,What role should cognitive models play in the analysis of comparative judgment data?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P15,45,73,73,"What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?","Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?"
P15,26,31,31,"Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?",Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
P15,93,66,93,"Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?","Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
P15,95,112,95,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
P16,96,76,96,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?","Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
P16,18,4,18,"When judges are students, to what extent do those whose scores are lower also make judgements that align less with the overall scaled rank order produced by other students and/or by experts?",For currently-used diagnostic tools more generally: what are the weaknesses / blind-spots in current tools that need addressing?
P16,108,13,108,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?","Does judge expertise significantly affect consistency, scale location, and feature sensitivity?"
P16,59,72,72,What impact does the length of stimuli have on judgements?,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
P16,65,10,10,"Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)","To what extent can comparative judgement outcomes generated by different panels of judges, who judge the same items against different properties, be validly synthesised into a single overall score?"
P16,47,57,47,"How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?",Could CJ be used as a professional development tool?
P16,37,16,37,"What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?","When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?"
P16,66,86,66,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
P16,25,35,35,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?,"Do judges learn anything while making CJ? If so, what and how?"
P16,19,40,19,What is the best way to allocate comparison pairs based on prior knowledge?,What makes a 'good' prompt for CJ sessions?
P16,72,27,72,How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?,"Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?"
P16,70,12,70,How can we relate Bradley-Terry scores to external data using a joint modelling approach?,Topping up: Is there a principled way to integrate existing judgement data into further research (e.g. adding new items and a small number of new judgements to an existing dataset)?
P16,85,20,85,"How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?",How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?
P16,41,79,41,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
P16,44,57,44,How can we model changes in CJ scores over time?,Could CJ be used as a professional development tool?
P16,104,69,104,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?","Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?"
P16,57,56,56,Could CJ be used as a professional development tool?,"Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?"
P16,113,44,44,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?,How can we model changes in CJ scores over time?
P16,88,97,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,What role should cognitive models play in the analysis of comparative judgment data?
P16,78,72,78,"How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?",How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
P16,104,101,101,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?","What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
P16,57,83,83,Could CJ be used as a professional development tool?,How does the effectiveness of using CJ for assessment and learning vary by age?
P16,90,66,90,Can reified entities be used to quantify preferences in the red bus-blue bus problem?,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
P16,66,53,53,"Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?","Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P16,16,3,3,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How do we tell the difference between judges who are providing no information versus judges who have a different opinion to the rest of the group?
P16,33,77,77,"Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?","If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?"
P16,29,57,29,What systematic biases related to cultural norms can be detected CJ outcomes?,Could CJ be used as a professional development tool?
P16,31,51,31,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
P16,98,50,98,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?",How to model socially desirable responding and faking in CJs statistically?
P16,1,53,53,How can we identify and distinguish between reliable and unreliable judges?,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
P16,8,31,31,How can two objects be determined to have significantly different parameter estimates?,Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
P16,28,75,75,How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?,"What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
P16,53,109,53,"Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?",To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
P16,95,79,95,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?,Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
P16,10,9,9,"To what extent can comparative judgement outcomes generated by different panels of judges, who judge the same items against different properties, be validly synthesised into a single overall score?",How can relative ability scores from comparative judgement be linked to absolute measures or external standards?
P16,113,112,112,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
P16,89,51,89,In what ways can we quantify departures from Plackett-Luce likelihood functions?,"How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
P16,92,64,64,How can we characterise Bradley-Terry models that have multi-modal likelihood functions?,How do comparative judgement methods scale to large numbers of items or sparse comparison designs?
P16,88,57,88,What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?,Could CJ be used as a professional development tool?
P16,68,20,68,SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?,How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?
P16,41,25,41,Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?,How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?
P16,110,23,110,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?,What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?
P16,17,76,76,Should judge diversity be accounted for when designing CJ studies?,"Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
P16,1,40,40,How can we identify and distinguish between reliable and unreliable judges?,What makes a 'good' prompt for CJ sessions?
P16,34,83,34,Does CJ tend to inflate measures of consensus compared to absolute scale methods?,How does the effectiveness of using CJ for assessment and learning vary by age?
P16,64,57,64,How do comparative judgement methods scale to large numbers of items or sparse comparison designs?,Could CJ be used as a professional development tool?
P16,102,96,102,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?","In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
P16,59,80,59,What impact does the length of stimuli have on judgements?,What are the most effective ways to maximise the educational value of the judging process within CJ?
