participant_id,choice_id1,choice_id2,winner_id,choice1_text,choice2_text
gpt-5.1,15,95,95,How can we measure and account for heterogeneity among judges in comparative judgement?,What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,15,96,96,How can we measure and account for heterogeneity among judges in comparative judgement?,"In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,15,97,15,How can we measure and account for heterogeneity among judges in comparative judgement?,What role should cognitive models play in the analysis of comparative judgment data?
gpt-5.1,15,98,98,How can we measure and account for heterogeneity among judges in comparative judgement?,"What role should behavioural phenomena, like systematic violations of transitivity and IIA, play in the analysis of comparative judgment data? Should the goal of data analysis be to reveal the presence of such patterns in CJ data, or to provide conclusions that are robust to the presence of these patterns?"
gpt-5.1,15,99,99,How can we measure and account for heterogeneity among judges in comparative judgement?,What falsifiable claims about reality are embodied in the set of CJ scores that a set of objects receives post-Bradley-Terry analysis? How can/should these claims be tested and falsified?
gpt-5.1,15,100,15,How can we measure and account for heterogeneity among judges in comparative judgement?,"When CJ is used instead of marking (in educational assessment e.g. of essays), what is the equivalent of 'classification accuracy' (for example if you were to impose cut-scores on the CJ theta scale in order to give grades to the essays)?"
gpt-5.1,15,101,101,How can we measure and account for heterogeneity among judges in comparative judgement?,"What is the 'unit of measurement' in CJ, and to what extent should we expect it to be invariant across CJ studies that make comparisons of the same construct? When simulating judgement data from a CJ study, what principles should we use to set the standard deviation (or other distributional parameters) of theta?"
gpt-5.1,15,102,15,How can we measure and account for heterogeneity among judges in comparative judgement?,"If a theta value can be interpreted as a probability, and a probability can be interpreted as a degree of subjective (un)certainty, then do the standard errors accompanying theta (post Bradley-Terry analysis) quantify the certainty in our certainty - and how should we interpret this? Are there important practical differences in whether we take a Bayesian or frequentist view of this?"
gpt-5.1,15,103,15,How can we measure and account for heterogeneity among judges in comparative judgement?,The logistic distribution used in the Bradley-Terry model is a difference between Gumbel distributions. Do Gumbel distributions have any psychological justification or empirical support in educational assessment?
gpt-5.1,15,104,104,How can we measure and account for heterogeneity among judges in comparative judgement?,"Most CJ exercises sample a subset of the n(n-1)/2 possible paired comparisons among n objects such that each object is involved in the same or a similar number of comparisons (e.g. c=20). The resulting data is then analysed with a Bradley-Terry model. If instead we compared (n-20) of the objects with the SAME 20 objects we would create a data set where we could simply add up the number of wins and rank the objects on their score out of 20, without involving the Bradley Terry model at all. What are the theoretical and practical differences between these situations and which is preferable? Do the long scales with lots of decimal places created by a typical CJ analysis disguise the fact that you don't really have more information than you'd get from a 20-item test? How does Cronbach's Alpha from the 'fixed set' CJ design compare with the Scale Separation Reliability usually reported from the Bradley-Terry analysis, both in theory and in practice?"
gpt-5.1,15,105,15,How can we measure and account for heterogeneity among judges in comparative judgement?,What is the best way to measure and communicate inter-rater reliability in CJ? How do the indices relate to traditional measures of inter-rater reliability?
gpt-5.1,15,106,15,How can we measure and account for heterogeneity among judges in comparative judgement?,Can some of Thurstone's Law (case V) assumptions be empirically tested?
gpt-5.1,15,107,15,How can we measure and account for heterogeneity among judges in comparative judgement?,Does Thurstone's Law (or the Bradley-Terry model) need extending to apply to complex assessment artefacts?
gpt-5.1,15,108,108,How can we measure and account for heterogeneity among judges in comparative judgement?,"How should we evaluate the accuracy/quality of individual paired comparisons, given that the Bradley-Terry model 'expects' unlikely outcomes? Can accuracy be distinguished from quality in this context? How best to establish the link between speed of judgement and accuracy/quality?"
gpt-5.1,15,109,15,How can we measure and account for heterogeneity among judges in comparative judgement?,To what extent can CJ reliably measure consensus among mathematicians when evaluating complex mathematical proofs?
gpt-5.1,15,110,15,How can we measure and account for heterogeneity among judges in comparative judgement?,To what extent can we still draw meaningful insight from collected pairwise judgements when inter-rater reliability is low?
gpt-5.1,15,111,15,How can we measure and account for heterogeneity among judges in comparative judgement?,"How do different statistical models impact research outcomes? e.g., when an independent samples t-test is conducted on a set of CJ parameter estimates, how much does the test statistic vary across different models."
gpt-5.1,15,112,15,How can we measure and account for heterogeneity among judges in comparative judgement?,"How do we account for qualitative differences (wildly different objects, judges and criteria across studies and disciplines) in statistical models?"
gpt-5.1,15,113,15,How can we measure and account for heterogeneity among judges in comparative judgement?,Can interpretable models meaningfully explain variation in image-based CJ decisions to human judges?
gpt-5.1,15,114,15,How can we measure and account for heterogeneity among judges in comparative judgement?,How reliably can clinicians use comparative judgement to rank brain MRI images according to severity of abnormality?
gpt-5.1,16,17,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Should judge diversity be accounted for when designing CJ studies?
gpt-5.1,16,18,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","When judges are students, to what extent do those whose scores are lower also make judgements that align less with the overall scaled rank order produced by other students and/or by experts?"
gpt-5.1,16,19,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What is the best way to allocate comparison pairs based on prior knowledge?
gpt-5.1,16,20,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How should we determine the minimum number of pairwise comparisons needed for reliable scale construction?
gpt-5.1,16,21,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How does the mathematics change if we allow ties, and what are the choices around how we handle that?"
gpt-5.1,16,22,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Pre/post measures: In a pre-test/post-test design where CJ is used to score responses, is there a statistical rationale for putting all responses into one pool versus having separate pools for the pre- and post-test responses?"
gpt-5.1,16,23,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What is the impact of multiple representations coming from the same participant in (for example) a pre-post experimental design? Can we demonstrate that the BT model can cope with it?
gpt-5.1,16,24,24,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can the near-unlimited capacity/throughput of AI be harnessed? What might LLM training/fine-tuning be able to offer? Will results be well-adapted to CJ or to specific subject material? How can this be done in a framework which allows understanding of how various flavours of AI compare to each other and to human/expert judgement?
gpt-5.1,16,25,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How do assessors allocate their visual attention across the pairs of representations when judging? Are there particular features of representations that are more salient?
gpt-5.1,16,26,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Which visual features of brain images (such as lesion size, contrast intensity, symmetry, or location) most strongly influence clinicians' comparative judgements?"
gpt-5.1,16,27,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Are there systematic biases in CJ related to handwriting, layout, or linguistic expression?"
gpt-5.1,16,28,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How do we best control for particular aspects of representations (e.g. length)? Can we factor these out of the CJ scores?
gpt-5.1,16,29,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What systematic biases related to cultural norms can be detected CJ outcomes?
gpt-5.1,16,30,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Does making pairwise comparisons induce any type of cognitive bias in judges' decisions (such as anchoring bias or first-order bias)? If so, how does it impact session outcomes? How can these effects be mitigated?"
gpt-5.1,16,31,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Reliability = consensus? Researchers sometimes use reliability measures (SSR/SHR) as an indicator of consensus between the judges about some construct. Is this a valid inference?
gpt-5.1,16,32,32,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Humans are often better at pairwise comparison than absolute scoring  is this still true when AI is the assessor?
gpt-5.1,16,33,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Why do we always get fairly high reliabilities in comparative judgement sessions, regardless of the judges or items?"
gpt-5.1,16,34,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Does CJ tend to inflate measures of consensus compared to absolute scale methods?
gpt-5.1,16,35,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Do judges learn anything while making CJ? If so, what and how?"
gpt-5.1,16,36,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Is the first half of a judge's comparisons similar to their second half?
gpt-5.1,16,37,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","What are the limits of using CJ effectively for judging a wide range of non-text work (e.g. video, audio, art)?"
gpt-5.1,16,38,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How does inter-rater reliability differ between image-based and text-only versus multimodal artefacts in comparative judgement, controlling for number of judges and comparisons?"
gpt-5.1,16,39,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How does communicating multiple judging criteria to judges impact judgements made? Does this affect session outcomes?
gpt-5.1,16,40,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What makes a 'good' prompt for CJ sessions?
gpt-5.1,16,41,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Rating vs comparing: Does the method of pairwise comparisons give a misleading indication of participants' agreement?
gpt-5.1,16,42,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What is the evidence (of multiple kinds?) that people are 'better' at comparative than absolute judgements?
gpt-5.1,16,43,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","To what extent do comparative judgement outcomes remain stable across fully independent panels of judges, and how does this compare with stability estimated through split-halves reliability derived from a single judge cohort?"
gpt-5.1,16,44,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we model changes in CJ scores over time?
gpt-5.1,16,45,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","What potential wider applications of CJ should be a focus for research (e.g. peer review of funding applications, driver training, sentencing decisions, recruitment, resource prioritisation)?"
gpt-5.1,16,46,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How do we get comparative judgement to be more accepted in a variety of disciplines?
gpt-5.1,16,47,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How to create assessments in comparative formats that minimize socially desirable responding and faking? How to best match stimuli on desirability in specific contexts (for example, in job hiring)?"
gpt-5.1,16,48,48,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What are best approaches to developing CJs so that they yield reliable and valid scores when assessing individual differences? How to create optimal CJ designs that minimise the assessment length and complexity of CJ blocks but maximise reliability and construct validity? How to incorporate response time and other process data in CJ designs? How to balance desirability matching and latent attribute recovery?
gpt-5.1,16,49,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What are best algorithms for scoring CJs in operational settings?
gpt-5.1,16,50,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How to model socially desirable responding and faking in CJs statistically?
gpt-5.1,16,51,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How to create CJ assessments that are well received by test takers? What are potential benefits of multimodal CJ assessments using audio, video, image stimuli?"
gpt-5.1,16,52,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What is the role of cognitive ability in responding to CJ assessments of personality and other non-cognitive traits?
gpt-5.1,16,53,53,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Where there is a need for setting meaningful zero points or category thresholds for the latent measurement scale, what are good data collection and analysis practices for integrating scale calibration with comparative judgment?"
gpt-5.1,16,54,54,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Where there is a desire to generate overall evaluations as well as multiple subcomponent evaluations that are meant to be constituative of that overall evaluation, what are the best data collection and analysis practices for simultaneously generating these, while maintaining internal consistency?"
gpt-5.1,16,55,55,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","What are the best strategies for structuring a data collection that exposes individual raters to repeated pairs and/or sets of pairs that can reveal intransitivity and instability, in order to assess the reliability of individual raters and distinguish variation within rater from variation across raters?"
gpt-5.1,16,56,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Can CJ be used to evaluate the consistency in marking between groups, rather than consistency between judges being used as a reliability metric?"
gpt-5.1,16,57,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Could CJ be used as a professional development tool?
gpt-5.1,16,58,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What cognitive strategies do judges use when making pairwise comparisons?
gpt-5.1,16,59,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What impact does the length of stimuli have on judgements?
gpt-5.1,16,60,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Does CJ become less effective with stimuli with multiple pages (i.e., not presented side-by-side)?"
gpt-5.1,16,61,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we improve how the uncertainty/validity/reliability of scaled rankings is interpreted by end-users?
gpt-5.1,16,62,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can covariates be incorporated into comparative judgement models?
gpt-5.1,16,63,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we identify latent groups or clusters of items through comparative judgement data?
gpt-5.1,16,64,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How do comparative judgement methods scale to large numbers of items or sparse comparison designs?
gpt-5.1,16,65,65,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Is there more information in CJ data than a single 1d scale? (Both theoretical questions about whether/how this is possible even in idealised circumstances, and practical questions about feasibility.)"
gpt-5.1,16,66,66,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Can projects with strong theoretical, statistical and practical components push back on the idea that marking is a gold standard? Under what circumstances is marking/CJ better than the other in important educational/psychometric senses? What would a perfect such project look like and how close can we get to it in reality?"
gpt-5.1,16,67,67,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","What does crowdsourcing reveal about the behaviour of comparative judgement as the number of judges increases, particularly regarding convergence with expert-panel outcomes and the distinctive role of experts?"
gpt-5.1,16,68,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",SSR vs SHR: What is the relationship between the two commonly used measures of reliability - scale separation reliability (SSR) and split-halves reliability (SHR)?
gpt-5.1,16,69,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Sliders: Rather than asking judges to make a binary choice, can we get better (more valid and reliable) results by asking judges to use a slider to indicate strength of preference?"
gpt-5.1,16,70,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we relate Bradley-Terry scores to external data using a joint modelling approach?
gpt-5.1,16,71,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we assess the quality of a fitted model in a principled Bayesian framework?
gpt-5.1,16,72,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we develop scalable Bayesian methods for large data sets where typical methods (MCMC) are infeasible?
gpt-5.1,16,73,73,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Under what sparsity, separation, and graph-connectivity conditions should we trust a full ranking, and when should we report ordered tiers instead?"
gpt-5.1,16,74,74,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","When does a one-dimensional ranking fail, and how should we model systematic intransitivity?"
gpt-5.1,16,75,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","What is the role of uncertainty in CJ decisions, beyond uncertainty reporting?"
gpt-5.1,16,76,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Educationally, what are the advantages and disadvantages of using actual student work versus examples designed to include specific strengths/weaknesses?"
gpt-5.1,16,77,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","If we allow ties, to what extent do individual judges' ties line up with overall judgements (e.g. do some people use ties a lot more than others; do individuals' ties generally reflect very similar scores in the overall scaled rank order)?"
gpt-5.1,16,78,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How different do quality criteria have to be to give genuinely different scaled rank orders? Do stimulii that are 'better' tend to be better across essentially all criteria, or is it really possible with real-world answers to have quality criteria that are more orthogonal?"
gpt-5.1,16,79,79,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Is CJ an equally fair and valid assessment method across neurodivergent and neurotypical populations (in terms of both judging and being assessed)?
gpt-5.1,16,80,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What are the most effective ways to maximise the educational value of the judging process within CJ?
gpt-5.1,16,81,81,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",To what extent are comparative judgements an expression of stable latent preferences vs context-driven choices?
gpt-5.1,16,82,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What is the optimal way to do pair selection for CJ?
gpt-5.1,16,83,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How does the effectiveness of using CJ for assessment and learning vary by age?
gpt-5.1,16,84,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can CJ generate meaningful actionable individual feedback for students?
gpt-5.1,16,85,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How does cognitive load affect pairwise comparisons? Is there a threshold in the amount of information being processed beyond which comparison becomes harder than absolute judgement? If so, how can it be approximated?"
gpt-5.1,16,86,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Are there any cultural constraints on the adoption of CJ as an educational assessment tool beyond the Anglo-Saxon context? What are they, and how could they be overcome?"
gpt-5.1,16,87,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What are the limits in terms of item length/complexity that assessors can cope with (perhaps based on cognitive load/working memory)? Are these the same for written vs. audio/video representations? How does it impact CJ scores and reliability?
gpt-5.1,16,88,88,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What's the best way of generalising from data on judgements made by a sample of judges to judgements made by a population of judges?
gpt-5.1,16,89,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",In what ways can we quantify departures from Plackett-Luce likelihood functions?
gpt-5.1,16,90,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",Can reified entities be used to quantify preferences in the red bus-blue bus problem?
gpt-5.1,16,91,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How may we reduce the dimensionality of the parameter space for large Bradley-Terry models?
gpt-5.1,16,92,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",How can we characterise Bradley-Terry models that have multi-modal likelihood functions?
gpt-5.1,16,93,93,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","Can we ever know that people are making judgements on the logit scale, and if not, how can we ensure that we are specifying the correct scale?"
gpt-5.1,16,94,94,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","How can we assess and improve the external validity of comparative judgment tasks, i.e., the degree to which the CJ task elicits the preferences/beliefs that drive judges' behaviour/choices in other contexts?"
gpt-5.1,16,95,95,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What experimental design principles can produce a set of comparisons that is both informative (of the representations' scores) and representative (of the space of possibly paired representations)?
gpt-5.1,16,96,96,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?","In what ways are statistical models of comparative judgment data, like the Bradley-Terry model, misspecified - i.e., do they fail to capture structure in CJ outcomes - and how does this affect the validity of the inferences drawn from these models?"
gpt-5.1,16,97,16,"When overall inter-rater reliability is low but higher reliability is observed within subsets of judges, what latent factors explain this pattern in collected pairwise judgements? Additionally, can we statistically identify these subsets of agreement, rather than through manual inspection?",What role should cognitive models play in the analysis of comparative judgment data?
